comparison,metric,fold_k,value_A,value_B,delta
lgbm S     - lr S,pr_auc,45,0.010499347569642898,0.0129496115810473,-0.0024502640114044023
lgbm S     - lr S,pr_auc,46,0.0008747932687847447,0.0081315876685629,-0.0072567943997781555
lgbm S     - lr S,pr_auc,47,0.004448550019946667,0.0015289917355934,0.0029195582843532667
lgbm S     - lr S,pr_auc,48,0.02005385140899886,0.0073739034402961,0.01267994796870276
lgbm S     - lr S,pr_auc,49,0.006871723001412601,0.0011340607751176,0.005737662226295001
lgbm S     - lr S,p@50,25,0.02,0.02,0.0
lgbm S     - lr S,p@50,26,0.0,0.0,0.0
lgbm S     - lr S,p@50,27,0.0,0.0,0.0
lgbm S     - lr S,p@50,28,0.06,0.02,0.039999999999999994
lgbm S     - lr S,p@50,29,0.08,0.0,0.08
lgbm S     - lr S,p@50,30,0.04,0.04,0.0
lgbm S     - lr S,p@50,31,0.06,0.02,0.039999999999999994
lgbm S     - lr S,p@50,32,0.0,0.0,0.0
lgbm S     - lr S,p@50,33,0.0,0.0,0.0
lgbm S     - lr S,p@50,34,0.02,0.0,0.02
lgbm S     - lr S,p@50,35,0.0,0.0,0.0
lgbm S     - lr S,p@50,36,0.0,0.0,0.0
lgbm S     - lr S,p@50,37,0.0,0.0,0.0
lgbm S     - lr S,p@50,38,0.0,0.0,0.0
lgbm S     - lr S,p@50,39,0.02,0.06,-0.039999999999999994
lgbm S     - lr S,p@50,40,0.0,0.02,-0.02
lgbm S     - lr S,p@50,41,0.0,0.0,0.0
lgbm S     - lr S,p@50,42,0.0,0.0,0.0
lgbm S     - lr S,p@50,43,0.02,0.02,0.0
lgbm S     - lr S,p@50,44,0.0,0.02,-0.02
lgbm S     - lr S,p@50,45,0.02,0.04,-0.02
lgbm S     - lr S,p@50,46,0.0,0.02,-0.02
lgbm S     - lr S,p@50,47,0.02,0.0,0.02
lgbm S     - lr S,p@50,48,0.06,0.02,0.039999999999999994
lgbm S     - lr S,p@50,49,0.0,0.0,0.0
lgbm S     - lr S,p@100,25,0.01,0.02,-0.01
lgbm S     - lr S,p@100,26,0.0,0.0,0.0
lgbm S     - lr S,p@100,27,0.02,0.0,0.02
lgbm S     - lr S,p@100,28,0.03,0.01,0.019999999999999997
lgbm S     - lr S,p@100,29,0.04,0.0,0.04
lgbm S     - lr S,p@100,30,0.03,0.02,0.009999999999999998
lgbm S     - lr S,p@100,31,0.03,0.02,0.009999999999999998
lgbm S     - lr S,p@100,32,0.0,0.0,0.0
lgbm S     - lr S,p@100,33,0.0,0.0,0.0
lgbm S     - lr S,p@100,34,0.02,0.01,0.01
lgbm S     - lr S,p@100,35,0.0,0.0,0.0
lgbm S     - lr S,p@100,36,0.0,0.0,0.0
lgbm S     - lr S,p@100,37,0.0,0.0,0.0
lgbm S     - lr S,p@100,38,0.0,0.0,0.0
lgbm S     - lr S,p@100,39,0.01,0.03,-0.019999999999999997
lgbm S     - lr S,p@100,40,0.01,0.02,-0.01
lgbm S     - lr S,p@100,41,0.0,0.0,0.0
lgbm S     - lr S,p@100,42,0.01,0.0,0.01
lgbm S     - lr S,p@100,43,0.01,0.01,0.0
lgbm S     - lr S,p@100,44,0.01,0.01,0.0
lgbm S     - lr S,p@100,45,0.01,0.02,-0.01
lgbm S     - lr S,p@100,46,0.0,0.01,-0.01
lgbm S     - lr S,p@100,47,0.01,0.0,0.01
lgbm S     - lr S,p@100,48,0.03,0.01,0.019999999999999997
lgbm S     - lr S,p@100,49,0.02,0.0,0.02
lgbm S+T   - lr S+T,roc_auc,25,0.8983963396339635,0.9634248424842484,-0.06502850285028494
lgbm S+T   - lr S+T,roc_auc,26,0.8087353218158029,0.9089038344542508,-0.10016851263844795
lgbm S+T   - lr S+T,roc_auc,27,0.8652012372727211,0.9597923326399928,-0.09459109536727162
lgbm S+T   - lr S+T,roc_auc,28,0.8746667000050008,0.921252521211515,-0.04658582120651422
lgbm S+T   - lr S+T,roc_auc,29,0.9088385232830399,0.9819202444828136,-0.07308172119977363
lgbm S+T   - lr S+T,roc_auc,30,0.8943379608001131,0.9222667015262496,-0.02792874072613649
lgbm S+T   - lr S+T,roc_auc,31,0.8612672867520272,0.9437954818480736,-0.08252819509604636
lgbm S+T   - lr S+T,roc_auc,32,0.7802485062126553,0.8549913747843697,-0.07474286857171442
lgbm S+T   - lr S+T,roc_auc,33,0.7413384035361414,0.8396035841433658,-0.09826518060722433
lgbm S+T   - lr S+T,roc_auc,34,0.911728781446616,0.8763659273987342,0.03536285404788175
lgbm S+T   - lr S+T,roc_auc,35,0.768768483470645,0.9004599651428759,-0.13169148167223088
lgbm S+T   - lr S+T,roc_auc,36,0.8256141741339307,0.8706058984718779,-0.04499172433794718
lgbm S+T   - lr S+T,roc_auc,37,0.8971124278106952,0.9757423935598388,-0.0786299657491436
lgbm S+T   - lr S+T,roc_auc,38,0.8503470173508675,0.825576778838942,0.024770238511925502
lgbm S+T   - lr S+T,roc_auc,39,0.9501538248059844,0.9774100678054244,-0.02725624299943996
lgbm S+T   - lr S+T,roc_auc,40,0.9556913754005338,0.9801965188722614,-0.02450514347172761
lgbm S+T   - lr S+T,roc_auc,41,0.9664717212960826,0.9665905664325534,-0.00011884513647075767
lgbm S+T   - lr S+T,roc_auc,42,0.9529255149797828,0.9356255372663886,0.0172999777133942
lgbm S+T   - lr S+T,roc_auc,43,0.9049345804220457,0.9548438211390856,-0.04990924071703995
lgbm S+T   - lr S+T,roc_auc,44,0.862750877489114,0.9464107716810516,-0.08365989419193753
lgbm S+T   - lr S+T,roc_auc,45,0.9175024938357881,0.9696317203018648,-0.05212922646607676
lgbm S+T   - lr S+T,roc_auc,46,0.8993723830574873,0.9139834582277572,-0.014611075170269827
lgbm S+T   - lr S+T,roc_auc,47,0.9735151551519515,0.9769155632009175,-0.0034004080489660193
lgbm S+T   - lr S+T,roc_auc,48,0.9477204243668186,0.9624836504418492,-0.014763226075030667
lgbm S+T   - lr S+T,roc_auc,49,0.9084637100305485,0.92215261929661,-0.013688909266061478
lgbm S+T   - lr S+T,pr_auc,25,0.008829213324036734,0.0114001085117247,-0.002570895187687966
lgbm S+T   - lr S+T,pr_auc,26,0.0016685248136633919,0.0017224653882364,-5.394057457300803e-05
lgbm S+T   - lr S+T,pr_auc,27,0.014088633777180868,0.0038536207120118,0.010235013065169067
lgbm S+T   - lr S+T,pr_auc,28,0.055905041920841295,0.0135986439282462,0.0423063979925951
lgbm S+T   - lr S+T,pr_auc,29,0.024274809306388805,0.0061915312098554,0.018083278096533404
lgbm S+T   - lr S+T,pr_auc,30,0.004816435817500531,0.012667287004229,-0.007850851186728468
lgbm S+T   - lr S+T,pr_auc,31,0.010805308282119033,0.0143216512477917,-0.0035163429656726673
lgbm S+T   - lr S+T,pr_auc,32,0.00011912677662196132,0.0001171850302623,1.9417463596613173e-06
lgbm S+T   - lr S+T,pr_auc,33,0.00029146145705352775,0.0001976859576173,9.377549943622774e-05
lgbm S+T   - lr S+T,pr_auc,34,0.06663693821812795,0.0013038056724103,0.06533313254571765
lgbm S+T   - lr S+T,pr_auc,35,0.0011953555936431437,0.0003934281506431,0.0008019274430000437
lgbm S+T   - lr S+T,pr_auc,36,0.01282834470826337,0.0012018837326754,0.01162646097558797
lgbm S+T   - lr S+T,pr_auc,37,0.00318756599912051,0.0009528842952545,0.0022346817038660103
lgbm S+T   - lr S+T,pr_auc,38,0.0003373298375869345,0.0005553407241106,-0.0002180108865236655
lgbm S+T   - lr S+T,pr_auc,39,0.05633313061123951,0.0371676712719643,0.019165459339275215
lgbm S+T   - lr S+T,pr_auc,40,0.00893173277958699,0.0156721519677658,-0.00674041918817881
lgbm S+T   - lr S+T,pr_auc,41,0.005508448858436616,0.0025892841917822,0.0029191646666544163
lgbm S+T   - lr S+T,pr_auc,42,0.0055817158139435455,0.0022670789283617,0.0033146368855818454
lgbm S+T   - lr S+T,pr_auc,43,0.0016199561684589164,0.0062190071956514,-0.004599051027192483
lgbm S+T   - lr S+T,pr_auc,44,0.005078741352263326,0.0081195603927804,-0.0030408190405170742
lgbm S+T   - lr S+T,pr_auc,45,0.10223138546698855,0.016963120433566,0.08526826503342255
lgbm S+T   - lr S+T,pr_auc,46,0.003853694325562225,0.0025011984558269,0.001352495869735325
lgbm S+T   - lr S+T,pr_auc,47,0.012686233993087477,0.0031735258723729,0.009512708120714577
lgbm S+T   - lr S+T,pr_auc,48,0.06704755665899434,0.0126425527771382,0.05440500388185614
lgbm S+T   - lr S+T,pr_auc,49,0.004184937581984122,0.0021857648678505,0.001999172714133622
lgbm S+T   - lr S+T,p@50,25,0.04,0.04,0.0
lgbm S+T   - lr S+T,p@50,26,0.0,0.0,0.0
lgbm S+T   - lr S+T,p@50,27,0.04,0.0,0.04
lgbm S+T   - lr S+T,p@50,28,0.06,0.02,0.039999999999999994
lgbm S+T   - lr S+T,p@50,29,0.06,0.0,0.06
lgbm S+T   - lr S+T,p@50,30,0.0,0.04,-0.04
lgbm S+T   - lr S+T,p@50,31,0.02,0.02,0.0
lgbm S+T   - lr S+T,p@50,32,0.0,0.0,0.0
lgbm S+T   - lr S+T,p@50,33,0.0,0.0,0.0
lgbm S+T   - lr S+T,p@50,34,0.06,0.0,0.06
lgbm S+T   - lr S+T,p@50,35,0.0,0.0,0.0
lgbm S+T   - lr S+T,p@50,36,0.02,0.0,0.02
lgbm S+T   - lr S+T,p@50,37,0.0,0.0,0.0
lgbm S+T   - lr S+T,p@50,38,0.0,0.0,0.0
lgbm S+T   - lr S+T,p@50,39,0.04,0.06,-0.019999999999999997
lgbm S+T   - lr S+T,p@50,40,0.02,0.06,-0.039999999999999994
lgbm S+T   - lr S+T,p@50,41,0.02,0.0,0.02
lgbm S+T   - lr S+T,p@50,42,0.02,0.0,0.02
lgbm S+T   - lr S+T,p@50,43,0.0,0.02,-0.02
lgbm S+T   - lr S+T,p@50,44,0.0,0.02,-0.02
lgbm S+T   - lr S+T,p@50,45,0.08,0.04,0.04
lgbm S+T   - lr S+T,p@50,46,0.0,0.0,0.0
lgbm S+T   - lr S+T,p@50,47,0.02,0.0,0.02
lgbm S+T   - lr S+T,p@50,48,0.04,0.02,0.02
lgbm S+T   - lr S+T,p@50,49,0.02,0.0,0.02
lgbm S+T   - lr S+T,p@100,25,0.02,0.03,-0.009999999999999998
lgbm S+T   - lr S+T,p@100,26,0.0,0.0,0.0
lgbm S+T   - lr S+T,p@100,27,0.03,0.0,0.03
lgbm S+T   - lr S+T,p@100,28,0.06,0.03,0.03
lgbm S+T   - lr S+T,p@100,29,0.03,0.01,0.019999999999999997
lgbm S+T   - lr S+T,p@100,30,0.01,0.03,-0.019999999999999997
lgbm S+T   - lr S+T,p@100,31,0.02,0.01,0.01
lgbm S+T   - lr S+T,p@100,32,0.0,0.0,0.0
lgbm S+T   - lr S+T,p@100,33,0.0,0.0,0.0
lgbm S+T   - lr S+T,p@100,34,0.03,0.0,0.03
lgbm S+T   - lr S+T,p@100,35,0.0,0.0,0.0
lgbm S+T   - lr S+T,p@100,36,0.02,0.0,0.02
lgbm S+T   - lr S+T,p@100,37,0.01,0.0,0.01
lgbm S+T   - lr S+T,p@100,38,0.0,0.0,0.0
lgbm S+T   - lr S+T,p@100,39,0.05,0.03,0.020000000000000004
lgbm S+T   - lr S+T,p@100,40,0.02,0.04,-0.02
lgbm S+T   - lr S+T,p@100,41,0.01,0.0,0.01
lgbm S+T   - lr S+T,p@100,42,0.01,0.0,0.01
lgbm S+T   - lr S+T,p@100,43,0.0,0.01,-0.01
lgbm S+T   - lr S+T,p@100,44,0.0,0.01,-0.01
lgbm S+T   - lr S+T,p@100,45,0.04,0.03,0.010000000000000002
lgbm S+T   - lr S+T,p@100,46,0.0,0.01,-0.01
lgbm S+T   - lr S+T,p@100,47,0.01,0.0,0.01
lgbm S+T   - lr S+T,p@100,48,0.03,0.02,0.009999999999999998
lgbm S+T   - lr S+T,p@100,49,0.01,0.0,0.01
lgbm S+T+C - lr S+T+C,roc_auc,25,0.8974499949994998,0.9731205620562056,-0.07567056705670572
lgbm S+T+C - lr S+T+C,roc_auc,26,0.8387632405763766,0.9004078639231277,-0.061644623346751026
lgbm S+T+C - lr S+T+C,roc_auc,27,0.8789371647304658,0.9384492260088172,-0.0595120612783514
lgbm S+T+C - lr S+T+C,roc_auc,28,0.8988903335500326,0.928423430181194,-0.029533096631161437
lgbm S+T+C - lr S+T+C,roc_auc,29,0.9294585455282328,0.9837575802602132,-0.05429903473198039
lgbm S+T+C - lr S+T+C,roc_auc,30,0.9067809746682267,0.9280335337759358,-0.021252559107709068
lgbm S+T+C - lr S+T+C,roc_auc,31,0.8190269491771225,0.9296516766550428,-0.11062472747792029
lgbm S+T+C - lr S+T+C,roc_auc,32,0.8135373384334609,0.8719197979949499,-0.05838245956148902
lgbm S+T+C - lr S+T+C,roc_auc,33,0.8411748969958799,0.8315607624304973,0.009614134565382626
lgbm S+T+C - lr S+T+C,roc_auc,34,0.9069162440297853,0.8939691683042568,0.012947075725528556
lgbm S+T+C - lr S+T+C,roc_auc,35,0.6896804800660473,0.8778150572331309,-0.1881345771670836
lgbm S+T+C - lr S+T+C,roc_auc,36,0.8190061454916393,0.855470000100008,-0.03646385460836865
lgbm S+T+C - lr S+T+C,roc_auc,37,0.9162619065476637,0.980382509562739,-0.06412060301507527
lgbm S+T+C - lr S+T+C,roc_auc,38,0.9047532376618831,0.8218160908045402,0.08293714685734288
lgbm S+T+C - lr S+T+C,roc_auc,39,0.9662041713337066,0.9789251890151212,-0.012721017681414537
lgbm S+T+C - lr S+T+C,roc_auc,40,0.9594217217979594,0.980829482376512,-0.021407760578552648
lgbm S+T+C - lr S+T+C,roc_auc,41,0.9782623392371377,0.9673073930796182,0.010954946157519463
lgbm S+T+C - lr S+T+C,roc_auc,42,0.9629140267651523,0.9383655958483236,0.02454843091682868
lgbm S+T+C - lr S+T+C,roc_auc,43,0.9070455254299266,0.9505143822692568,-0.04346885683933022
lgbm S+T+C - lr S+T+C,roc_auc,44,0.9138167052103321,0.944347081817215,-0.03053037660688296
lgbm S+T+C - lr S+T+C,roc_auc,45,0.9503484923306759,0.9692754273473968,-0.018926935016720936
lgbm S+T+C - lr S+T+C,roc_auc,46,0.8111915287436879,0.9155648552482614,-0.10437332650457343
lgbm S+T+C - lr S+T+C,roc_auc,47,0.9768405541998373,0.972635049539278,0.004205504660559245
lgbm S+T+C - lr S+T+C,roc_auc,48,0.9537876638926522,0.9593561269533786,-0.005568463060726336
lgbm S+T+C - lr S+T+C,roc_auc,49,0.9217070117506453,0.9156385066738102,0.006068505076835096
lgbm S+T+C - lr S+T+C,pr_auc,25,0.006367439046769105,0.0100963566088188,-0.003728917562049695
lgbm S+T+C - lr S+T+C,pr_auc,26,0.0016142890801639112,0.0023511396477051,-0.0007368505675411888
lgbm S+T+C - lr S+T+C,pr_auc,27,0.014717655684157447,0.0035250866576848,0.011192569026472646
lgbm S+T+C - lr S+T+C,pr_auc,28,0.02832848022119086,0.0142306167720985,0.014097863449092361
lgbm S+T+C - lr S+T+C,pr_auc,29,0.012654500936337514,0.0063539756365585,0.006300525299779014
lgbm S+T+C - lr S+T+C,pr_auc,30,0.005463880678637494,0.0128427849591561,-0.007378904280518605
lgbm S+T+C - lr S+T+C,pr_auc,31,0.019546933554998522,0.0173757214586178,0.0021712120963807216
lgbm S+T+C - lr S+T+C,pr_auc,32,0.00012760056059016268,0.0001258461084032,1.7544521869626757e-06
lgbm S+T+C - lr S+T+C,pr_auc,33,0.000356051154320164,0.000192461499865,0.00016358965445516398
lgbm S+T+C - lr S+T+C,pr_auc,34,0.043392798042413375,0.0014985505035247,0.04189424753888867
lgbm S+T+C - lr S+T+C,pr_auc,35,0.0017375750305954232,0.0003600808575195,0.0013774941730759233
lgbm S+T+C - lr S+T+C,pr_auc,36,0.015451575973019016,0.0011822791650417,0.014269296807977316
lgbm S+T+C - lr S+T+C,pr_auc,37,0.007714032176370228,0.0009730950750199,0.006740937101350328
lgbm S+T+C - lr S+T+C,pr_auc,38,0.000672743449768385,0.0005741667780477,9.8576671720685e-05
lgbm S+T+C - lr S+T+C,pr_auc,39,0.014700309880572564,0.0413159235463082,-0.026615613665735633
lgbm S+T+C - lr S+T+C,pr_auc,40,0.01480881182154797,0.0162241401029829,-0.0014153282814349313
lgbm S+T+C - lr S+T+C,pr_auc,41,0.007625475630966249,0.0025400378284667,0.005085437802499549
lgbm S+T+C - lr S+T+C,pr_auc,42,0.0046517505308183845,0.0023582304258946,0.0022935201049237844
lgbm S+T+C - lr S+T+C,pr_auc,43,0.00193568358693113,0.0070018008279184,-0.00506611724098727
lgbm S+T+C - lr S+T+C,pr_auc,44,0.007519482290374972,0.0087872629742136,-0.0012677806838386268
lgbm S+T+C - lr S+T+C,pr_auc,45,0.06369488198936406,0.0145669370267415,0.04912794496262256
lgbm S+T+C - lr S+T+C,pr_auc,46,0.005822624525469057,0.002158535113438,0.0036640894120310574
lgbm S+T+C - lr S+T+C,pr_auc,47,0.006542083571510412,0.0030613258568571,0.0034807577146533115
lgbm S+T+C - lr S+T+C,pr_auc,48,0.01659861783989695,0.0123077724750162,0.00429084536488075
lgbm S+T+C - lr S+T+C,pr_auc,49,0.003157374494837841,0.0020242277951764,0.001133146699661441
lgbm S+T+C - lr S+T+C,p@50,25,0.02,0.04,-0.02
lgbm S+T+C - lr S+T+C,p@50,26,0.0,0.0,0.0
lgbm S+T+C - lr S+T+C,p@50,27,0.06,0.0,0.06
lgbm S+T+C - lr S+T+C,p@50,28,0.06,0.02,0.039999999999999994
lgbm S+T+C - lr S+T+C,p@50,29,0.04,0.0,0.04
lgbm S+T+C - lr S+T+C,p@50,30,0.0,0.04,-0.04
lgbm S+T+C - lr S+T+C,p@50,31,0.04,0.02,0.02
lgbm S+T+C - lr S+T+C,p@50,32,0.0,0.0,0.0
lgbm S+T+C - lr S+T+C,p@50,33,0.0,0.0,0.0
lgbm S+T+C - lr S+T+C,p@50,34,0.04,0.0,0.04
lgbm S+T+C - lr S+T+C,p@50,35,0.0,0.0,0.0
lgbm S+T+C - lr S+T+C,p@50,36,0.04,0.0,0.04
lgbm S+T+C - lr S+T+C,p@50,37,0.02,0.0,0.02
lgbm S+T+C - lr S+T+C,p@50,38,0.0,0.0,0.0
lgbm S+T+C - lr S+T+C,p@50,39,0.02,0.06,-0.039999999999999994
lgbm S+T+C - lr S+T+C,p@50,40,0.02,0.06,-0.039999999999999994
lgbm S+T+C - lr S+T+C,p@50,41,0.02,0.0,0.02
lgbm S+T+C - lr S+T+C,p@50,42,0.02,0.0,0.02
lgbm S+T+C - lr S+T+C,p@50,43,0.0,0.02,-0.02
lgbm S+T+C - lr S+T+C,p@50,44,0.0,0.02,-0.02
lgbm S+T+C - lr S+T+C,p@50,45,0.08,0.04,0.04
lgbm S+T+C - lr S+T+C,p@50,46,0.0,0.0,0.0
lgbm S+T+C - lr S+T+C,p@50,47,0.0,0.0,0.0
lgbm S+T+C - lr S+T+C,p@50,48,0.04,0.02,0.02
lgbm S+T+C - lr S+T+C,p@50,49,0.0,0.0,0.0
lgbm S+T+C - lr S+T+C,p@100,25,0.01,0.02,-0.01
lgbm S+T+C - lr S+T+C,p@100,26,0.01,0.0,0.01
lgbm S+T+C - lr S+T+C,p@100,27,0.03,0.0,0.03
lgbm S+T+C - lr S+T+C,p@100,28,0.03,0.02,0.009999999999999998
lgbm S+T+C - lr S+T+C,p@100,29,0.03,0.01,0.019999999999999997
lgbm S+T+C - lr S+T+C,p@100,30,0.0,0.03,-0.03
lgbm S+T+C - lr S+T+C,p@100,31,0.03,0.02,0.009999999999999998
lgbm S+T+C - lr S+T+C,p@100,32,0.0,0.0,0.0
lgbm S+T+C - lr S+T+C,p@100,33,0.0,0.0,0.0
lgbm S+T+C - lr S+T+C,p@100,34,0.02,0.0,0.02
lgbm S+T+C - lr S+T+C,p@100,35,0.0,0.0,0.0
lgbm S+T+C - lr S+T+C,p@100,36,0.02,0.0,0.02
lgbm S+T+C - lr S+T+C,p@100,37,0.01,0.0,0.01
lgbm S+T+C - lr S+T+C,p@100,38,0.0,0.0,0.0
lgbm S+T+C - lr S+T+C,p@100,39,0.01,0.03,-0.019999999999999997
lgbm S+T+C - lr S+T+C,p@100,40,0.03,0.04,-0.010000000000000002
lgbm S+T+C - lr S+T+C,p@100,41,0.01,0.0,0.01
lgbm S+T+C - lr S+T+C,p@100,42,0.01,0.0,0.01
lgbm S+T+C - lr S+T+C,p@100,43,0.0,0.01,-0.01
lgbm S+T+C - lr S+T+C,p@100,44,0.02,0.01,0.01
lgbm S+T+C - lr S+T+C,p@100,45,0.04,0.03,0.010000000000000002
lgbm S+T+C - lr S+T+C,p@100,46,0.02,0.0,0.02
lgbm S+T+C - lr S+T+C,p@100,47,0.01,0.0,0.01
lgbm S+T+C - lr S+T+C,p@100,48,0.03,0.02,0.009999999999999998
lgbm S+T+C - lr S+T+C,p@100,49,0.0,0.0,0.0
recency     - rf S+T,roc_auc,25,0.9043435593559356,0.9371577157715772,-0.03281415641564167
recency     - rf S+T,roc_auc,26,0.9118457217624655,0.886115625338567,0.025730096423898452
recency     - rf S+T,roc_auc,27,0.9649676017089792,0.9499783779482466,0.01498922376073264
recency     - rf S+T,roc_auc,28,0.926307279425247,0.9495127602473704,-0.02320548082212337
recency     - rf S+T,roc_auc,29,0.9562401671223097,0.9736898564825496,-0.01744968936023983
recency     - rf S+T,roc_auc,30,0.8829085893155377,0.924688299609544,-0.04177971029400629
recency     - rf S+T,roc_auc,31,0.8606204929506008,0.9317111087702464,-0.0710906158196456
recency     - rf S+T,roc_auc,32,0.7433745843646091,0.7815530388259706,-0.03817845446136148
recency     - rf S+T,roc_auc,33,0.8284362624504981,0.8707110784431378,-0.042274815992639714
recency     - rf S+T,roc_auc,34,0.8387540860201858,0.9452378971752536,-0.10648381115506789
recency     - rf S+T,roc_auc,35,0.7730600654807244,0.8325702434387325,-0.05951017795800817
recency     - rf S+T,roc_auc,36,0.8383964467157373,0.8682682114569166,-0.029871764741179252
recency     - rf S+T,roc_auc,37,0.8397269931748294,0.9517177929448236,-0.11199079976999426
recency     - rf S+T,roc_auc,38,0.7759830491524576,0.8107737886894344,-0.034790739536976756
recency     - rf S+T,roc_auc,39,0.9029597367789424,0.96861561424914,-0.06565587747019763
recency     - rf S+T,roc_auc,40,0.9316622410681816,0.9645960697940896,-0.032933828725908
recency     - rf S+T,roc_auc,41,0.9232595760206463,0.9804332079602096,-0.05717363193956326
recency     - rf S+T,roc_auc,42,0.9624447477899116,0.9671590945270464,-0.004714346737134778
recency     - rf S+T,roc_auc,43,0.9213301044777368,0.9571214668707704,-0.0357913623930336
recency     - rf S+T,roc_auc,44,0.8535194724899251,0.9130510534664684,-0.05953158097654332
recency     - rf S+T,roc_auc,45,0.9137663603578745,0.9593404841200358,-0.0455741237621613
recency     - rf S+T,roc_auc,46,0.8858496414901073,0.9414703398206552,-0.055620698330547946
recency     - rf S+T,roc_auc,47,0.9603360736621728,0.97607546238882,-0.015739388726647263
recency     - rf S+T,roc_auc,48,0.9563199993758328,0.960355909052152,-0.0040359096763191715
recency     - rf S+T,roc_auc,49,0.8884783403823467,0.9083259065409006,-0.019847566158553875
recency     - rf S+T,pr_auc,25,0.0029065756055322235,0.0042700479955456,-0.0013634723900133763
recency     - rf S+T,pr_auc,26,0.0012082204992742993,0.0030392365093422,-0.001831016010067901
recency     - rf S+T,pr_auc,27,0.01604013771591762,0.0055179480919101,0.01052218962400752
recency     - rf S+T,pr_auc,28,0.004543081848770177,0.0140821711320156,-0.009539089283245424
recency     - rf S+T,pr_auc,29,0.0069574549145875395,0.0063563328380791,0.0006011220765084393
recency     - rf S+T,pr_auc,30,0.009122925325468626,0.0109350049316985,-0.001812079606229873
recency     - rf S+T,pr_auc,31,0.008075090375272362,0.0106115878355064,-0.002536497460234039
recency     - rf S+T,pr_auc,32,7.818199899030549e-05,9.596907172816304e-05,-1.778707273785755e-05
recency     - rf S+T,pr_auc,33,0.0001692252108637452,0.0002156376875684,-4.64124767046548e-05
recency     - rf S+T,pr_auc,34,0.002972246375243987,0.0021684411510492,0.0008038052241947868
recency     - rf S+T,pr_auc,35,0.00017918576357142283,0.0002546544204075,-7.546865683607715e-05
recency     - rf S+T,pr_auc,36,0.01682627233046147,0.0063820306218923,0.01044424170856917
recency     - rf S+T,pr_auc,37,0.007261883090622699,0.0043496669973894,0.002912216093233299
recency     - rf S+T,pr_auc,38,0.00023022725132160212,0.0004749610063903,-0.0002447337550686979
recency     - rf S+T,pr_auc,39,0.03996502488487718,0.0329508153939024,0.007014209490974782
recency     - rf S+T,pr_auc,40,0.029131379618776182,0.0171849856578917,0.011946393960884483
recency     - rf S+T,pr_auc,41,0.0035620212054674858,0.0044222623135939,-0.0008602411081264139
recency     - rf S+T,pr_auc,42,0.027407746867018933,0.0805662947675651,-0.05315854790054617
recency     - rf S+T,pr_auc,43,0.001096685441275205,0.0026550957765693,-0.0015584103352940949
recency     - rf S+T,pr_auc,44,0.007027141440808873,0.0116545954993221,-0.004627454058513227
recency     - rf S+T,pr_auc,45,0.06316119420688762,0.0265844426494476,0.03657675155744002
recency     - rf S+T,pr_auc,46,0.002736443763732457,0.003174546766545,-0.0004381030028125432
recency     - rf S+T,pr_auc,47,0.001699561579541043,0.0046518648177069,-0.0029523032381658567
recency     - rf S+T,pr_auc,48,0.026398309779495664,0.0899692420926689,-0.06357093231317323
recency     - rf S+T,pr_auc,49,0.0013927681204835586,0.0035963654597986,-0.002203597339315041
recency     - rf S+T,p@50,25,0.02,0.0,0.02
recency     - rf S+T,p@50,26,0.0,0.0,0.0
recency     - rf S+T,p@50,27,0.02,0.0,0.02
recency     - rf S+T,p@50,28,0.0,0.04,-0.04
recency     - rf S+T,p@50,29,0.04,0.02,0.02
recency     - rf S+T,p@50,30,0.04,0.04,0.0
recency     - rf S+T,p@50,31,0.04,0.06,-0.019999999999999997
recency     - rf S+T,p@50,32,0.0,0.0,0.0
recency     - rf S+T,p@50,33,0.0,0.0,0.0
recency     - rf S+T,p@50,34,0.02,0.0,0.02
recency     - rf S+T,p@50,35,0.0,0.0,0.0
recency     - rf S+T,p@50,36,0.02,0.02,0.0
recency     - rf S+T,p@50,37,0.02,0.0,0.02
recency     - rf S+T,p@50,38,0.0,0.0,0.0
recency     - rf S+T,p@50,39,0.04,0.06,-0.019999999999999997
recency     - rf S+T,p@50,40,0.02,0.04,-0.02
recency     - rf S+T,p@50,41,0.0,0.0,0.0
recency     - rf S+T,p@50,42,0.06,0.06,0.0
recency     - rf S+T,p@50,43,0.0,0.0,0.0
recency     - rf S+T,p@50,44,0.02,0.04,-0.02
recency     - rf S+T,p@50,45,0.04,0.04,0.0
recency     - rf S+T,p@50,46,0.0,0.0,0.0
recency     - rf S+T,p@50,47,0.0,0.0,0.0
recency     - rf S+T,p@50,48,0.06,0.14,-0.08000000000000002
recency     - rf S+T,p@50,49,0.0,0.0,0.0
recency     - rf S+T,p@100,25,0.01,0.01,0.0
recency     - rf S+T,p@100,26,0.0,0.02,-0.02
recency     - rf S+T,p@100,27,0.01,0.01,0.0
recency     - rf S+T,p@100,28,0.0,0.03,-0.03
recency     - rf S+T,p@100,29,0.02,0.02,0.0
recency     - rf S+T,p@100,30,0.02,0.02,0.0
recency     - rf S+T,p@100,31,0.02,0.03,-0.009999999999999998
recency     - rf S+T,p@100,32,0.0,0.0,0.0
recency     - rf S+T,p@100,33,0.0,0.0,0.0
recency     - rf S+T,p@100,34,0.01,0.0,0.01
recency     - rf S+T,p@100,35,0.0,0.0,0.0
recency     - rf S+T,p@100,36,0.01,0.01,0.0
recency     - rf S+T,p@100,37,0.01,0.01,0.0
recency     - rf S+T,p@100,38,0.0,0.0,0.0
